,Title,Reviews_x,Most_Common_Gender_Cast,Most_Common_Gender_Directors
1143,Bendita paciencia (Breeders) (Serie de TV),"""Thanks to its creative team and the solidity of its actors, 'Breeders' is a consistent comedy that plays all the subjects that you expect"", ""A conventional and not very funny comedy, but that promises enough"", ""Each episode is like a piece of life, full of laughter, tears, sarcasm and mundane and routine tasks (...) Rating: ★★★★ (out of 5) "","" Its main problem is that it does not present the characters as they are, but their Superficial Emotions "","" His realistic and rigorous approach to what it means to educate young boys today gives us just the bone of laughter. "" , ""Although Freeman and Haggard offer solid performances, the series is like a comedian who strives to make fun without knowing exactly what works"", ""The electrifying chemistry between the leading couple gives strength to their exploration of the ups and downs of parenthood (...) Rating: ★★★ ½ (out of 4) """,Men,Men
1144,Liar (Serie de TV),"""[Review Season 2]: Although it is a relief that his theme changes from rape to focus on murder, this time the plot seems to be too formulaic (...) Rating: ★★ (out of 5)"", ""[Review Season 2]: Who Killed Andrew Earlham? And the Big Question: Who Cares? (…) Rating: ★★ (out of 5) "","" [Season 2 Review]: Has plenty of room for improvement to resume correct path (...) At the moment, however, it gives the impression that we are following in our own footsteps "","" [Season 2 Review]: It gives the impression of being a sequel that Donovan and Strong never thought to write, a dimension forced and poorly built (…) Rating: ★★ (out of 5) "","" [Season 2 Review]: Loyal viewers of the first season who have a good memory will feel comfortable; newcomers will not fully understand what is happening (…) Rating: ★★★ (out of 5) "","" Full of moments of doubt and debate in the style of 'Fatal Attraction' in a cla ustrophobic subframe community. "" , ""'Liar' reminds of 'Broadchurch' (...) Kent's coastal setting is magnificent, with architectural springs and alien-looking landscapes. Unfortunately, it is surpassed by the other creation of its writers ['Rellik'] ( ...) Rating: ★★★ (out of 5) "","" It carries a story that sadly seems familiar to us into unknown territory. "" ""It certainly points to the extent to which rape is a serious matter and the problems of demanding justice for so many victims."" , ""A cat and mouse game in which the two animals are too dumb to merit our interest (...) Their good intentions are shipwrecked by ridiculous revelations and self-destructive narration"", ""Melodrama well done. """,Men,Men
1145,Into the Dark: Pooka Lives (TV),"""We already had a chapter dedicated to this character (...) But while the first one was directed by the Oscar winner, this one seems to be just another filler in a very inconsistent series (...) Rating: ★★ ½ (out of 5) "","" Characters and plot go unnoticed when they should be charismatic and dynamic; sometimes it's entertaining, but never as fun or intriguing as it should be. """,Men,Men
1146,Katy Keene (Serie de TV),"""Simple, happy, with musical numbers and wanting to stay. Its pilot is friendly, but with a balance between drama and sweetness so that it doesn't clobber."" , ""Lucy Hale brings charm to this satisfying series (...) Overall, the series does an elegant job reversing the 'Riverdale' formula"", ""It has a lot of interesting things, but it seems like it's afraid to dig deeper (.. .) Score: ★★★ (out of 5) "","" It is the comedic musical with a good heart that you have always dreamed of (...) It works thanks to the force of its effervescent happiness "","" Charming but rare (.. .) It is designed in a colorful way but is synthetic "","" A series like this is not seen looking for something substantial, but to escape and lose yourself in someone else's dreams. Right now, this is good for all of us (...) Score: ★★★★ ½ (out of 5) "","" An inclusive and inspiring getaway for anyone who has dreamed of succeeding in the big city. "" , ""It would fall by the precipice of the cloying sweetness if it were not for the charm of its actors""",Men,Men
1147,McMillions (Serie de TV),"""It manages to win over the viewer quickly thanks to its great interviewees and a very entertaining story, but this six-episode docuserie (...) knows when to slow down (and even go back) at the right time."" ""Although not particularly good in terms of quality for the first three hours, it tells a quirky and almost always hilarious story, full of unexpected twists."" , ""At first glance (...) it seems to be a very entertaining comedy (...) However, when you watch the first three episodes, it is clear that Hernández and Lazarte are not entirely sure how to deal with this topic ""It is not a revolutionary documentary, but it is so fascinating, so funny and disturbing, that it captures you like the smell of McDonalds freshly fried potatoes. Once you smell them, once you taste them, you are lost."" , ""His mistakes are more than compensated by how good the story and the characters are. He looks like a thief movie, and he will be one day: Ben Affleck and Matt Damon have their rights (...) Rating: ★★★ (about 5) "","" The directors (...) are so in love with their characters that they allow them to go down the narrative tangent (...) In fact, the series relies heavily on unsightly gadgets, including a certain predilection for recreation of the facts. "" , ""If you've ever wondered why you've never earned more than fries at Monopoly, you'll definitely want to see this docuserie.""",Men,Men
1148,Avenue 5 (Serie de TV),"""Although the first chapters are not as fun as they should be, the series begins to be entertaining when chaos enters the picture."" , ""It offers its best version when the circumstances are the worst. And this, to a large extent, works."" , ""The incident that disrupts travel plans is spectacular. It is terrifying and a lot of fun (...) Rating: ★★★★ (out of 5)"", ""Their jokes are rare and many of them are stale or do not fit into one series with such a powerful idea behind it. "" , ""An acutely written comedy with a good cast and entertaining mix of intellectual jokes, physical comedy and absurd gags"", ""With its good cast and with Iannucci's unpredictable sense of humor, there is plenty of potential here for 'Avenue 5 'last a long time (...) Rating: ★★★ ½ (out of 5) "","" The more you accept your twisted instincts, the better it becomes (...) Until now, it is difficult to know if you will be able to maintain the rhythm, but there is enough talent to believe that the ship can continue to fly. "" , ""It offers many surprises (...) But the biggest of all is disappointing: (...) this is cumbersome chaos (...) Rating: ★★ ½ (out of 5)"", ""Although the plot is It develops slowly at first, this allows Iannucci to introduce many interesting characters (...) The series benefits from Iannucci's dark, profane and literary sensitivity "","" It is such a novel spectacle that nobody has known how to classify it, (... ) is one of the most important novelties of the moment. """,Men,Men
1149,Larry David (Curb Your Enthusiasm) (Serie de TV),"""[Review 10th season]: It hits the nail on the head by betting on continuing to develop the most interesting novelties of recent seasons."" , ""[Season 10 Review]: Are the adventures of a spoiled billionaire who always says the cruelest thing that goes through his head still fun? Yes, they still are (...) Rating: ★★★★ (out of 5 ) "","" [10th Season Review]: Is it fun? Yes, of course (...) But it gives the impression of being atypically aggressive, with a strange rhythm, and in some cases too impatient (…) Rating: ★★ ★ (out of 5) "","" [Review 10th season]: It is a real gift for those of us who have seen this HBO comedy from the beginning (…) Rating: ★★★ ½ (out of 4) "","" [Review 9th season ]: David is a kind of dinosaur that continues to handle some codes and stereotypes that today's series mostly abandoned. "" , ""[Season 8 Review]: Larry David proves once again that he can mine gold over and over again from the same idea"", ""[Season 5 Review]: Keep holding on to his rude and fun power"", ""You know you will laugh, but you know you're going to be ashamed. You know you're going to laugh, but you're also likely to wince. It's hard to imagine a comedy that's sharper than this, without being topical. ""
                    ""It may be ridiculously silly, but unlike 'Extras' its nonsense is original"", ""The David of 'Curb' is so bitingly direct that it is quite funny, half the time he says things that the rest of us are too educated or repressed to say them "","" An uncomfortable, overwhelming and addictive series. """,Men,Men
1150,DC's Legends of Tomorrow (Serie de TV),"""The alluring cast and some emotional and surprising twists hooked me."" ""The result is certainly visually stunning, with generous drops of action. However, as far as the mix of personalities is concerned, this colorful series will have to significantly improve to achieve near-legendary status. "" ""Although the cast is pretty good, which it is, and while the series does have some exciting moments at times, 'Legends' - so far - seems like a jumble of different elements."" ""You can't blame the CW for wanting to do another 'spin-off' of the two hits it already has on screen. But you can blame it for devaluing the franchise."" , ""'Legends of Tomorrow' fails to make their characters come together and fails to clarify their narrative mission (...) Berlanti, Kreisberg and Guggenheim (plus Chuck vet Klemmer) have earned a certain benefit of the doubt in this universe."" , ""A premise that is a kind of mix of 'Doctor Who' with 'Guardians of the Galaxy', (...) but the series knows how to make it through (...) Rating: ★★★ (out of 4)"", ""'DC's Legends of Tomorrow' carries his intentions, like his futuristic technology, up his sleeve - join that journey or abandon it, no character deconstruction or cinematic analysis required.""",Men,Men
1151,El visitante (Miniserie de TV),"""His strong lead performances make up for the weakness of his mystery and the lack of scares (...) An interesting experiment, but one that is not entirely satisfying"", ""It has a bit of 'True Detective' (...) and a little by M.Night Shyamalan (...) A series visually very attractive and with a brilliant work by Mendelsohn and Erivo "","" Richard Price and his excellent cast turn a very bad Stephen King book into a pretty good HBO series "", ""Price is brave, because he preserves King's ingenious plot, but he alters the tone of the novel (...) There is no denying that it is exciting (...) Rating: ★★★ (out of 4)"", ""Como It happens with a lot of King's mummies, instead of a series, you could have made a movie. But here it is: 10 heavy, oppressive and cliche episodes that almost eclipse Erivo's brilliance. "" ""There are adaptations of Stephen King of all colors. 'The Outsider' is one of the best because it understands what makes King's imagination so terrifying."" , ""It is a series so dark - literally - that it is difficult to follow (...) It has many moments when there is no visibility (...) Rating: ★★ (out of 5)"", ""Another great series full of imagination for HBO (...) Although it gets weirder and stranger, it never loses the feeling that it is aimed at a coherent explanation, """" It offers impressive performances, a captivating, but cautious story, and not a few genuinely terrifying moments, "" ""King's magic is not present in this glacial and slow mystery (...) It has many details, but there is no intrigue (...) Rating: ★★★ (out of 5)"", ""It remains to be seen if the series is capable of entering the paranormal and being satisfying. At the moment, the first two chapters are fascinating (...) Rating: ★★★★ (out of 5) "","" A twisted and captivating mystery that will surely end up being a great adaptation (...) If it works so well it's partly thanks to Richard Price's dazzling script. "" , ""The first mandatory series to watch in 2020 (...) It is also one of the best Stephen King adaptations ever made"", ""Stephen King brand mystery, 'True Detective' vibes, Shyamalan twists ... This new series will cause you some insomnia. But we assure you that it will be worth it. (...) disturbing miniseries "","" The dark series that finally does justice to Stephen King. (...) Everything baffles in this mysterious and haunting story punctuated by inexplicable paranormal phenomena. "" , ""If you like the mysteries of the King brand and the unhealthy atmosphere of T1 of True Detective, you have a date set (...) in the first episode this has only just begun and I already tell you that in the second the level doesn't drop. "" , ""An entity as curious as it is fascinating (...) Price has been more than gifted to simplify while expanding the original material and providing it with extra emotion. (…) Rating: ★★★★ (out of 5)"" , ""It has a fabulous ability to engage the viewer and a very admirable emotional component that makes one move from one feeling to another in a matter of seconds."" , ""It is made with great care and even unusual elegance in this type of product."" , ""When it seemed that 'The Outsider' (...) would be handled within the canons of the pure and simple police, the paranormal elements appear and the plot begins to become more complex.""",Men,Men
1152,The New Pope (Serie de TV),"""Paolo Sorrentino persists in the sublimation of"" more of the same "". The Venice Festival showed us chapters 2 and 7 of the new season of his series, in a clear demonstration that the plot line is a very secondary asset in this such a flashy device. The Neapolitan director goes around with the intrigues of the Vatican palace, turning them into dazzling fashion catwalks. (...) Rating: ★★★ (out of 5) "","" As intense and charming as it is gloriously enigmatic. It offers another in-depth exploration of the hidden world of the Vatican, marveling at its mystery of agnostic fervor (…) Rating: ★★★★ (out of 5) "","" It is a series that has many things at your disposal (...) and the used to do the same as before, but worse. "" , ""It is more than a secular and skeptical vision of sectarianism (...) What Sorrentino does here is to question fundamental aspects of the human condition (death, grief, loneliness, sex) through the lens of religion. Simply excellent . "" , ""Some scenes have the sublime beauty and stillness of Renaissance paintings, others look like parodies of Dolce and Gabbana perfume ads (...) Rating: ★★★ (out of 5)"", ""Law seems to have he's having a much better time with his character. He most likely won't disappoint 'The Young Pope' fans. """" It's both transcendent and brainless; it's unlike anything on television (...) For my taste, it takes away more than it gives you, arousing more admiration than entertainment or excitement "","" It is extravagant, bold, seductive, sexy and complex, not to mention its visual voluptuousness "","" After seeing the nine chapters , I'm not sure that Sorrentino manages to develop all his ambitions convincingly, but God bless this sumptuous chaos anyway (…) Rating: ★★★ (out of 5) "","" Malkovich is great. The problem is that John Paul III is not as developed as a character as Pius was in the first season (...) The drama spends a lot of time on uninteresting subplots "","" The most satisfying elements, whether you like it or not, are its visual flourishes and ideas "","" The rhythm that Sorrentino sets remains unique. Perhaps because of its European sensibility, but the series never takes the most obvious path (...) Rating: ★★★★ (out of 5) "","" It has all the style of 'The Young Pope', but none of its substance ( ...) Much of the series is a lengthy tribute to the lighting and framing of Kubrick and Lynch. And what happens? I still keep asking myself, ""The result of this second installment is a little less stimulating, but the brilliant irruptions of that provocative and creative artist who is Sorrentino make this new series a valuable and rewarding experience. Score: ★★★ ½ (out of 5) "","" Keeps the stick of artificiality, satire and surrealism high, as if to renew the proposal without changing too much. "","" Everything you never imagined seeing about the Catholic Church is here ( ...) It is a rather peculiar gift for Good Friday, but a necessary gift. I recommend it.""",Men,Men
1153,Foodie Love (Serie de TV),"""The most sparkling and playful Isabel Coixet returns. (...) the ability to speak on some important issues (commitment, loneliness) without falling for condescension or imposture. (...) Rating: ★★★★ ( on 5) "","" Eating, fucking and loving: 'Foodie Love' is the best of Coixet and the most romantic series of the year. (...) is a compendium of all his obsessions and his most personal work in many years. (...) absolutely magical chapters like the one in Rome "","" The chemistry between the two works and Coixet builds an atmosphere of detailed planes, of interpretations that move away from histrionics (...) It seems like an 'instagrammer' series ( ...) It emphasizes so much the particularities, the contrasts, the reflections and how special they are all that later it can be unpleasant. "" , ""Coixet merges sex, love and food in a series of unbeatable taste. (...) eight episodes seasoned with passion and sensuality. (...) portrays how difficult it is to know and understand someone."" , ""Coixet's directing work is very good and, without a doubt, you can see that cinematographic touch. Also, (...) Laia Costa and Guillermo Pfening are great. (...) He has plenty of ostentation and elitism. (. ..) At times it works, at times it is a plomazo -very intense, yes- and at times as snobbish and pretentious as it is not credible. "" , ""A skillful and suggestive production that talks about the fear produced by falling in love. (...) a series that has conquered me"", ""So simple, and effective, is the recipe - nothing secret - of a series about new formats of romantic relationships, in which each chapter has its own tone and style """,Women,Women
1154,Ralph Lauren: el hombre detrás de la marca ,"""It is more grotesque than dazzling (...) It fails. Instead of creating narrative tension, it provides us with countless scenes from his charming life (...) Rating: ★★ (out of 5)"", ""His admirers will love it ( ...) More than a portrait, it is a divinizing and promotional proposal """,Men,Women
1155,Santos Dumont (Miniserie de TV),"""The best is the view from Latin America of a series of global conflicts and political tensions. (…) Rating: ★★★ ½ (out of 5)""",Men,Men
1156,La materia oscura (Serie de TV),"""A wonderful dramatic work that captures the strangeness and childish wonder of the novels, but also its rigor and claw (...) Rating: ★★★★ (out of 5)"", ""A lush fantasy for all audiences who it retains the dark power of books (...) As Douglas Adams would say: it is complicated enough for children and simple enough for adults "","" A fairy tale by the Grimm brothers with themes as big as their budget (.. .) It is a fearless and thoughtful adaptation of the Philip Pullman saga "","" It has a good cast but little imagination (...) It is quite lazy. It jumps between stories without any structural purpose "","" A captivating and sumptuous vision of the world of Pullman who impressively adheres to books and also makes a few changes to suit the visual environment "","" Wilson (...) is absolute dynamite like the evil Mrs. Coulter (...) A season that will be immensely rewarding for followers of the novels "","" A ma Gorgeous adaptation that needs a purpose "","" A totally captivating series that is pragmatic in its approach when narrating an ambitious and expanding story with far-reaching implications "","" It is much better than the film, but it is neither as entertaining nor as smart as becoming a total success "","" Religion, mortality and talking animals combine to give us a series that captures the opus magna of Philip Pullman in all its glory (...) Rating: ★★★★★ (about 5) "","" It manages to conjure a show (in two words: armored bears) without destroying the ideas of its original source "","" It is fantasy like never before seen on television, a wonderful title. """,Men,Men
1157,Silicon Valley (Serie de TV),"""[Season 6 Review]: Cheerful, ridiculously funny, and as usual, totally hip."" , ""[Season 6 Review]: Fans will be satisfied (...) It promises to offer a solid emotional reward and some highly anticipated return for staunch viewers of the series (...) Rating: ★★★ (out of 5)"", "" [Season 6 Review]: This incredibly ingenious HBO series is worth watching just to see what direction it takes. I am clear that I will. God help me. "" , ""[Season 6 Review]: For years, the series has spoken hilariously about everything surrounding one of the most terrifying sources of power in the modern world, something it continues to do this past season."" , ""[Season 6 Review]: You have the freedom to make the most of your ending by wondering what success represents for each character individually."" , ""[Season 5 Review]: Zach Woods is extraordinary, but the fifth season is not up to him (...) He is caught in a loop, spinning the wheels."" , ""[Critic 5th season]: The fifth season does not need TJ Miller (...) The series manages to avoid the same old jokes, because the writers are skilled at finding new technological absurdities"", ""[Critic 5th season ]: The series is still capable of drawing hilarious humor from the desperate desire of its characters to take a piece of the cake (…) Rating: ★★★ (out of 4) "","" [Critic 5th season]: [The premiere] bears to the series to a new territory (...) It still has an intelligent team of writers and one of the best comedy casts on television today "","" [Critic Season 4]: 'Silicon Valley' becomes a little more thoughtful and ambitious (...) The series is very funny as it becomes clear what happens. "" , ""[Season 4 Review]: Every time 'Silicon Valley' returns to television, the world becomes more tolerable (...) It is truly incredible."" , ""[Season 4 Review]: The ride remains smart, engaging, and extremely informative."" , ""[Season 4 Review]: 'Silicon Valley' is amazing. The fact that you're not watching it is ridiculous."" ""The pilot is plain and simple brilliant. It is the best and most engaging series the HBO has had in a long time."" , ""There are a lot of good things, in a series with authentic laughter."" , ""The series is well structured, with a direct but effective comic rhythm."" ""At first, HBO's 'Silicon Valley' might seem more pathetic than fun. At the end of the second episode, however, the personalities take off, the mood sharpens, and there's no need to reboot."" , ""The best and funniest of the new series."" , ""The work of all the actors is great (...) [The] variety of tones is another of the things that makes 'Silicon Valley' something different from most half-hour comedies.""",Men,Men
1158,La señora Fletcher (Serie de TV),"""It is on its way to becoming something really special, a very thoughtful series that covers a lot of material without saturating or being prejudiced (...) Rating: ★★★★ (out of 5)"", ""An ironic and moving portrait of disorder and loss (...) If any story ever demanded yet another chapter, it is this "","" A comfortable and rewarding character study, which has things to say about the ways in which the sexual revolution has failed both men and women "","" A promising story that doesn't have the time it deserves "","" A deeply empowering satire, and so connected to their motivations and characters, that you would like to visit Eve and Brendan every week "","" You may be absorbing new ideas about pornography, sex or self-discovery, but it depends on how much time you spend thinking about it. If the answer is 'very little', congratulations: this series has a lot to teach you "","" 'Mrs. Fletcher' follows two lives, and only one it is worth seeing (...) n: ★★ (out of 4) "","" There's a lot of humor in 'Mrs.Fletcher' - Hahn is a gifted comedian, of course - plus warmth, thoughtfulness, and provocation "","" An interesting and well-performed series that seems to be heading toward some intriguing part, until, suddenly, it ends "","" It is sustained, mainly, in the enormous talent of Hahn and in the adorable imperfection of his character and those around him. (…) Rating: ★★★ ½ (out of 5) """,Men,Women
1159,Gomorra (Serie de TV),"""'Gomorrah' is dark - both in tone and in the way it's shot - and requires concentration on the subtitles, but it's also completely fascinating and worth the effort."" , ""It is a surprisingly realistic series steeped in tragic melodrama, specific to its culture, but universal in its themes, shot with exceptional cinematic brilliance (...) you will find it immediately addictive."" , ""A series that forces you to accept the dark reality of these real-life figures, instead of forgiving the choices that are required in a life far from ours."" , ""The rich texture of the saturated color world created by writer Stefano Bises and directors Stefano Sollima, Francesca Comencini, and Claudio Cupellini is easy to admire. We've been here before, but these tours have fresh intelligence."" , ""It does not reach the emotional or stylistic levels of its predecessors ['The Sopranos' and 'The Godfather'], but it makes you ride one of the elegant Italian motorcycles preferred by its wealthy characters.""",Men,Men
1160,Watchmen (Miniserie de TV),"""Deep and gripping (...) This dazzling HBO sequel debates big questions about American identity without sacrificing large-scale entertainment"", ""A vivid story of generational grief, reaching greater strangeness and structural experimentation as it progresses (...) It is dangerous and stimulating "","" This is not the same 'Watchmen' repeated once again. It is a 'Watchmen' cut to size for the times to come "","" Relentlessly entertaining, strange and creative ( ...) His visual and narrative bravery is difficult to fully describe "","" Much energy is expended on the socio-political elements, but it works best when it is not so much about being deep and instead focuses on its fascinating and intense set of characters (...) Rating: ★★★★ (out of 5) "","" What you are about to do, take the opportunity to adapt an unsuitable work of art and write a whole new story, is admirable. But both the work of art like, most crucially e, this story, deserve better "","" Not everything works, but it is a fascinating - and often exciting - attempt to catch a part of the same lightning bolt that Moore and Gibbons unleashed in the eighties (...) Rating: ★ ★★★ (out of 5) "","" It may not be what diehard fans expect, but it's a necessary update and a loving love letter to the original that marries a big-budget show with a fascinating philosophical narrative "","" Like a Bosch painting, it is intricately wide and detailed (...) 'Watchmen' has the merit of being brave in delving into the tense present and past of this country "","" The world of Gibbons and Moore's referential graphic novel it becomes more than just a launch pad for a series that is distinctively its own brilliant creation, """" HBO's 'Watchmen' presents their own Rorschach test (...) Sometimes fuzzy and frustrating, it never leaves of being interesting "","" It is a virtuous series that asks itself on the power, the narrations and the relationship between them (...) Rating: ★★★★ (out of 5) "","" At last! A great adaptation of Alan Moore's graphic novel (...) Johnson is charismatic and King dazzling and fierce (...) Rating: ★★★★ (out of 5) "","" One of the most unusual explorations of the concept of superhero (...) It is an interesting demonstration of what happens when the original material is treated with sensitivity and imagination (...) Rating: ★★★★ (out of 5) "","" It is complex, elegant and somewhat confusing, but frankly, it is a great achievement for Lindelof and his team "","" It is great, political and cinematic, with epic action scenes and excellent performances (...) Rating: ★★★★★ (out of 5) "","" Behind of each mask there is a solid character and rests on the foundations of the original material while remaining flexible. "","" The first chapter is skillful and interesting (...) Rating: ★★★ (out of 5) "","" Repeat point by point everything that the comic already said. The accuracy is such that one and the other, original and copy, are not alike at all. (...) the best series of the year and of many years (the limit is always set by 'Twin peaks') "","" The most powerful and spectacular series of the year. Damon Lindelof's version of the graphic novel is apocryphal and picks up his spirit to fly free. A surprising series full of findings. "","" How well it raises the foundations of your universe and how clear it is how a series like this would only make sense on HBO. No, it is not The Sopranos or The Wire, but it is a compelling proposal that does not leave you indifferent. "","" 'Watchmen' should not exist, but its pilot is stunning. (...) a cunning, vibrant and almost reckless reformulation of his postulates. "","" A sublime exercise in genius, an intelligent, brave, brilliant, questioning, complex and well-executed project. "","" His deconstruction on the origin of the masked heroes, tying in a most interesting way the origin of Superman and the origin of the Watchmen heroes, involving in the process the history of latent racism in the United States. "","" It has the enormous virtue of not repeating the original history, thanks to which he develops new elements (...) A second merit of the series is that of the aesthetic approach. It is an exercise in style, refined. "","" With impressive visual work and very human characters, it constitutes a twist on the ""superheroes"" and their mythology. (...) Rating: ★★★★ (out of 5) """,Men,Men
1161,Buscando a Alaska (Miniserie de TV),"""With full-screen mastery of Froseth and a solid, young cast, it's a nice adaptation of a beloved book,"" ""Tender, silly and heartbreaking at the right times, this adaptation by John Green treats his teenage characters with the respect they deserve (...) Rating: ★★★★ (out of 5) "","" Her greatest achievement is to delve into the secondary characters (...) Alaska does not want anyone to know her and that is why the series also has problems showing who he is. "" , ""For the most part, it's the kind of unusual adaptation that dismantles the original to build something that works better"", ""An immensely moving initiation fable that will appeal to teens and adults alike"", ""Everything is pretty stale and predictable """" Most of it works because the conventions of adolescent stories are effective. "" , ""It's fun and charming, but its pre-smartphone setting and naive plot don't fit in with current teen hits (...) Rating: ★★★ (out of 5)""",Men,Men
1162,Embrujadas (Serie de TV),"""It features some modern / current flourishes (...) 'Charmed' casts a refreshing spell"", ""It has potential, but it's not ready to bewitch you (...) A remake with a very clear perspective (...) The episode pilot is riddled with unsurprising turns and bland performances, """" The pilot episode offers what we need. But in the end it doesn't end up being anything particularly solid. "" , ""Jennie Snyder Urman and her team prevent 'Charmed' (...) from looking clumsy and preachy with sharp and witty dialogues"", ""Leading actresses don't have the chemistry necessary for their ties to have weight (...) This reboot of 'Charmed' is coming at the perfect time, """" It could stand out if it gets rid of its rough humor (...) It has an irregular start, but it's salvageable. "" , ""It is so political that it forgets to be funny (...) To see what well-intentioned propaganda is disguised as entertainment, one only has to see 'Charmed'.""",Men,Men
1163,Legacies (Serie de TV),"""It is not good enough to recommend to someone who starts from scratch, but it has a nimble rhythm and has a familiar touch to fans of this narrative world"", ""'Legacies' is a good introduction for new viewers to the universe of' The Vampire Diaries' (...) For fans of the first two series, 'Legacies' offers something new: a true supernatural high school drama. "" , ""'Legacies' quickly establishes their world (...) But after two series, magic is scarce and your interest may have waned like moonlight.""",Women,Men
1164,All American (Serie de TV),"""It is clear that the writers have many plans to add interest to the idea (...) A rookie series that promises a lot."" , ""'All American' is an interesting mix of utopian California teen drama (...) and detailed exploration of the intersection of race and class."" ""He has good and enjoyable performances and a promising lead in Daniel Ezra (...) but after watching three episodes I'm not sure 'All American' has established his own identity with authority."" , ""It has many nice things (...) From chapter three the series takes on its own identity and shows that it is worth it."" , ""It mostly works (...) An interesting, timely, and relevant high school drama with a lot of potential."" , ""Valuing only the first chapter, the series is neat, from the cast to the little twists that arise along the way.""",Men,Men
1165,Supergirl (Serie de TV),"""'Supergirl' is a light-hearted and light-hearted adaptation, skilfully accomplishing the difficult task of making a cheesy comic seem not only plausible but also welcome to those who have abhorred (or never enjoyed) the genre."" , ""'Supergirl' is really very good television (...) Even for those who are mildly or severely fatigued from superheroes they will be seduced instantly"", ""Nice cast (...) if the producers can keep the joviality and action Without exceeding the Flockhart character, we will come to believe that this girl can fly. "" , ""'Supergirl' doesn't downplay her message, but delivers it with enthusiastic frankness that goes back to the roots of the comic."" , ""'Supergirl' is an ordinary action series so far, but its star is attractive."" ""The series is quite light, closer to Berlanti's 'The Flash' than the darker 'Arrow', but Benoist is an attractive heroine, and has good chemistry in her scenes with Brooks."" , ""It is intelligent, sensitive and safe, and overall promising."" ""Like many of these superhero series, it takes a few minutes for her to find her balance, but at that point, there is no reason to believe that 'Supergirl' is not going to go ahead with great success.""",Men,Men
1166,Batwoman (Serie de TV),"""A direct, bleak and decent view of classical origin history (...) It offers some unsurprising but quite rewarding twists of script."" , ""An elegant new acquisition for the 'Arrowverse', which in addition to being a worthy successor to the bat family also fits into the impressive lineage of DC TV (…) Rating: ★★★★ (out of 5)"", ""Although it casts Some freshness compared to other new inclusions in the 'Arrowverse', the series revolves around too many topics in its first episode. "" , ""For better or for worse, he is a competent heir to the 'Arrowverse' (...) It is easy enough to see to see if it finally becomes something better."" ""For a series whose protagonist is openly gay, 'Batwoman' is surprisingly conservative in her message."" , ""It shows very solid symptoms of being able to fly really high (...) Rating: ★★★ (out of 5)"", ""Some technical elements work very well and others not so much (...) It remains to be seen if the series will be able to do justice to the comics (…) Rating: ★★★ (out of 5) "","" It has some things to improve (...) but it has started very strongly (…) Rating: ★★★ ½ (about 5) "","" The heir to 'Arrow' (...) The new Arrowverse series maintains the darkness of Nolan's Batman and the adventures of Oliver Queen. "" ""She has all the elements to create her own path, but like the heroine herself, she will have to pass the odd test before she can do it."" , ""It is the most disruptive series of superheroes (...) it is a product that fulfills what television is and should be today."" , ""In this series produced by Greg Berlanti, (...) everything takes on a different meaning."" , ""Well narrated and filmed in a style inspired by the montage of comics. (…) Rating: ★★★ ½ (out of 5)""",Men,Men
1167,Get Shorty (Serie de TV),"""[Season 2 Review]: He does not lose in any way the sublime sauce that lubricates everything (...) It is very nice to see O'Dowd and Romano working on their scenes, both together and separately."" , ""Good acting and dry humor do not stop the viewer from comparing this drama to the brilliant original film (...) There is no compelling reason for this series to exist"", ""Enchanting, addictive, and a flawless quality reveal (...) It is a difficult exercise of tonal balance that, in the first three episodes, never falters. "" , ""In the case of this frustrating series, Leonard's pleasant and intelligent rhythm becomes very slow, and that is the last thing a project related to his masterful writing should be."" , ""'Get Shorty' does enough for Leonard fans to stay interested and want more 'Action!'""",Men,Men
1168,El padrino de Harlem (Serie de TV),"""Forest Withaker's latent and calm charisma as crime boss Bumpy Johnson is the greatest asset of 'Godfather of Harlem' (...) Seek more extreme entertainment than prestige"", ""A vintage story about the mob with a modern sensibility (...) cannot be said that it is not worth checking out "","" Captivating, intelligent television that only succumbs occasionally under the weight of its ambition when trying to tell too many stories at the same time "","" Solid but typical (...) He wobbles seriously every time he tries to encompass more than his gangster elements. "" , ""It is worth seeing both for its social aspect and for its 'gangsta' side. The plot gives the impression of being relevant despite having more than half a century behind it (…) Rating: ★★★★ ½ (out of 5 ) "","" It offers great performances, unusual depth and a brutal soundtrack "","" Think of 'Boardwalk Empire', a few decades later (...) It's just good for fans of period crime dramas, without being interested in (or being able to) find another level (...) Rating: ★★★ (out of 5) """,Men,Men
1169,Stumptown (Serie de TV),"""The charisma of Cobie Smulders is undeniable and the series knows how to take advantage of it (...) Stumptown is presented as one of the most attractive and solid proposals of the autumn season for networks."" ""The scenes are compelling, the procedural elements flow easily, the supporting characters are plausible, and Smulders is exceptional as the lead. 'Stumptown' is everything we wanted it to be."" ""There is a potential mix of humorous humor and credible action that, given the necessary context, could flourish if the melodramatic undertone allows it."" , ""From the beginning, it looks and feels different than the typical sterile network drama"", ""It's better than the typical drama thanks in part to Cobie Smulders (...) The pilot episode hits all the appropriate keys"", ""The First episode is like Fast and Furious popcorn movies; if you can keep up, it will be worth it. "" , ""He dares to use the conventions of the genre for his own benefit (...) It has a solid enough foundation to give a refreshing twist to the detective series."" , ""It is a vehicle for Cobie Smulders and in that sense, it is everything it needs to be.""",Men,Men
